546.459,-0.113,-0.9858,-2.2192,-2.3226,6.2342,-2.5309,0,0,0,0,0,0,0,0,0,0,0,0,0.1993,-0.3471,4.275,0.2769,-0.3373,0.0803
546.461,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.5309,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1603,-0.2492,4.3106,0.2706,-0.3371,0.091
546.473,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0,0,0,0,0,-0.008333333,0,0,0,-4.166666667,0,-0.694444444,0.2242,-0.242,4.3076,0.2554,-0.3195,0.1079
546.483,-0.113,-0.9858,-2.2192,-2.3225,6.2341,-2.5309,0,0,0,0,-0.01,0.01,0,0,0,0,-1,1.833333333,0.2397,-0.295,4.2899,0.2687,-0.3304,0.0735
546.493,-0.113,-0.9858,-2.2192,-2.3226,6.2342,-2.531,0,0,0,-0.01,0.01,-0.01,0,0,0,-1,2,-2,0.2407,-0.2176,4.2693,0.2892,-0.3541,0.0892
546.505,-0.1131,-0.9858,-2.2192,-2.3225,6.2342,-2.531,-0.008333333,0,0,0.008333333,0,0,-0.694444444,0,0,1.527777778,-0.833333333,0.833333333,0.2316,-0.2588,4.268,0.3012,-0.3119,0.0858
546.515,-0.1131,-0.9858,-2.2192,-2.3226,6.2341,-2.531,0,0,0,-0.01,-0.01,0,0.833333333,0,0,-1.833333333,-1,0,0.1645,-0.297,4.2674,0.3039,-0.3414,0.0719
546.527,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0.008333333,0,0,0.008333333,0.008333333,0,0.694444444,0,0,1.527777778,1.527777778,0,0.1366,-0.2479,4.3183,0.2682,-0.3298,0.1078
546.537,-0.113,-0.9858,-2.2192,-2.3225,6.2341,-2.531,0,0,0,0,-0.01,0,-0.833333333,0,0,-0.833333333,-1.833333333,0,0.2428,-0.3031,4.3132,0.2975,-0.34,0.1014
546.547,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.5309,0,0,0,0,0.01,0.01,0,0,0,0,2,1,0.1251,-0.2464,4.2947,0.2731,-0.3213,0.0734
546.559,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0,0,0,0,0,-0.008333333,0,0,0,0,-0.833333333,-1.527777778,0.2506,-0.2321,4.2704,0.2821,-0.3354,0.0919
546.569,-0.1131,-0.9858,-2.2192,-2.3225,6.2341,-2.5309,-0.01,0,0,0,-0.01,0.01,-1,0,0,0,-1,1.833333333,0.3114,-0.2905,4.3167,0.2901,-0.35,0.0595
546.579,-0.1131,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0,0,0,0,0.01,-0.01,1,0,0,0,2,-2,0.1608,-0.2574,4.3108,0.2748,-0.3288,0.1045
546.591,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.5309,0.008333333,0,0,0,0,0.008333333,0.694444444,0,0,0,-0.833333333,1.527777778,0.1506,-0.2918,4.2492,0.2563,-0.3392,0.0916
546.601,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0,0,0,0,0,-0.01,-0.833333333,0,0,0,0,-1.833333333,0.1884,-0.1994,4.2984,0.2795,-0.3602,0.0778
546.613,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.5309,0,0,0,0,0,0.008333333,0,0,0,0,0,1.527777778,0.2592,-0.2173,4.2845,0.2972,-0.3304,0.0915
546.623,-0.1131,-0.9858,-2.2192,-2.3225,6.2342,-2.5309,-0.01,0,0,0,0,0,-1,0,0,0,0,-0.833333333,0.1493,-0.2696,4.2908,0.2581,-0.3242,0.0639
546.635,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0.008333333,0,0,0,0,-0.008333333,1.527777778,0,0,0,0,-0.694444444,0.1379,-0.2155,4.325,0.2846,-0.3371,0.1028
546.645,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.5309,0,0,0,0,0,0.01,-0.833333333,0,0,0,0,1.833333333,0.1425,-0.3079,4.2733,0.2681,-0.3268,0.1056
546.657,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0,0,0,0,0,-0.008333333,0,0,0,0,0,-1.527777778,0.1681,-0.2646,4.2986,0.3,-0.3195,0.0855
546.667,-0.1131,-0.9858,-2.2192,-2.3226,6.2342,-2.5309,-0.01,0,0,-0.01,0,0.01,-1,0,0,-1,0,1.833333333,0.1814,-0.219,4.2588,0.2646,-0.3437,0.0803
546.677,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0.01,0,0,0.01,0,-0.01,2,0,0,2,0,-2,0.1052,-0.1689,4.2656,0.2977,-0.3167,0.055
546.689,-0.1131,-0.9858,-2.2192,-2.3225,6.2342,-2.531,-0.008333333,0,0,0,0,0,-1.527777778,0,0,-0.833333333,0,0.833333333,0.1758,-0.3011,4.2699,0.291,-0.3356,0.0655
546.699,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.5309,0.01,0,0,0,0,0.01,1.833333333,0,0,0,0,1,0.1945,-0.244,4.2749,0.2867,-0.3239,0.0992
546.709,-0.113,-0.9857,-2.2192,-2.3225,6.2342,-2.5309,0,0.01,0,0,0,0,-1,1,0,0,0,-1,0.1973,-0.3268,4.2965,0.2391,-0.3357,0.071
546.719,-0.113,-0.9858,-2.2192,-2.3225,6.2342,-2.531,0,-0.01,0,0,0,-0.01,0,-2,0,0,0,-1,0.2159,-0.2431,4.2989,0.2815,-0.3444,0.0863
546.729,-0.113,-0.9858,-2.2192,-2.3225,6.2341,-2.5309,0,0,0,0,-0.01,0.01,0,1,0,0,-1,2,0.2521,-0.2759,4.3007,0.267,-0.3537,0.0833
