3043.424,0.0079,-1.5735,0.007,-1.5787,0.0056,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,-0.3592,-0.9979,-0.1717,-0.058,0.0231,0.1333
3043.434,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0.01,0.01,0,0,0,0,0,0,0,0,0,-0.3485,-1.0032,-0.136,-0.0805,0.0321,0.1457
3043.444,0.0079,-1.5735,0.007,-1.5787,0.0056,0.0047,0,-0.01,-0.01,0,0,0,0,-2,-2,0,0,0,-0.3318,-0.9091,-0.1714,-0.069,0.0091,0.1433
3043.456,0.0079,-1.5734,0.0071,-1.5787,0.0057,0.0048,0,0.008333333,0.008333333,0,0.008333333,0.008333333,0,1.527777778,1.527777778,0,0.694444444,0.694444444,-0.2207,-1.0157,-0.1968,-0.0916,0.0415,0.1005
3043.466,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,-0.01,-0.01,0,-0.833333333,-0.833333333,0,-1.833333333,-1.833333333,-0.3614,-0.9467,-0.1251,-0.064,-0.0051,0.1161
3043.478,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,0,0,0,0,0,0.833333333,0.833333333,-0.1819,-1.0133,-0.1198,-0.0661,0.0234,0.1393
3043.488,0.0079,-1.5735,0.0071,-1.5787,0.0056,0.0048,0,-0.01,0,0,0,0.01,0,-1,0,0,0,1,-0.2495,-0.9207,-0.1548,-0.0704,0.0029,0.1412
3043.5,0.0079,-1.5735,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,-0.008333333,0,0.833333333,0,0,0,-1.527777778,-0.2481,-1.0198,-0.1586,-0.0651,0.016,0.143
3043.51,0.0079,-1.5734,0.007,-1.5787,0.0056,0.0047,0,0.01,-0.01,0,0,0,0,1,-1,0,0,0.833333333,-0.3509,-0.9423,-0.1725,-0.0434,0.0161,0.1317
3043.52,0.0079,-1.5735,0.0071,-1.5787,0.0056,0.0047,0,-0.01,0.01,0,0,0,0,-2,2,0,0,0,-0.2612,-0.9709,-0.1265,-0.0883,-0.0015,0.1135
3043.532,0.0079,-1.5734,0.007,-1.5788,0.0056,0.0047,0,0.008333333,-0.008333333,-0.008333333,0,0,0,1.527777778,-1.527777778,-0.694444444,0,0,-0.1974,-0.9258,-0.1258,-0.0404,0.0112,0.1235
3043.542,0.0079,-1.5735,0.007,-1.5788,0.0056,0.0047,0,-0.01,0,0,0,0,0,-1.833333333,0.833333333,0.833333333,0,0,-0.1825,-0.994,-0.152,-0.0535,0.0144,0.1292
3043.552,0.0078,-1.5735,0.007,-1.5787,0.0056,0.0047,-0.01,0,0,0.01,0,0,-1,1,0,1,0,0,-0.181,-0.9629,-0.1231,-0.0632,0.0027,0.1465
3043.562,0.0079,-1.5735,0.0071,-1.5787,0.0056,0.0047,0.01,0,0.01,0,0,0,2,0,1,-1,0,0,-0.3421,-0.9712,-0.178,-0.0604,0.001,0.1367
3043.572,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0.01,0,0,0,0,-1,1,-1,0,0,0,-0.3028,-0.9372,-0.1242,-0.0567,0.0213,0.1398
3043.584,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,0,0,-0.833333333,0,0,0,0,-0.3169,-1.0088,-0.1409,-0.0674,0.0189,0.1257
3043.594,0.0078,-1.5734,0.0071,-1.5787,0.0056,0.0047,-0.01,0,0,0,0,0,-1,0,0,0,0,0,-0.2265,-0.9348,-0.1648,-0.0459,0.0224,0.1316
3043.604,0.0079,-1.5735,0.0071,-1.5787,0.0056,0.0047,0.01,-0.01,0,0,0,0,2,-1,0,0,0,0,-0.2271,-0.946,-0.1705,-0.0624,0.0038,0.1212
3043.616,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0048,0,0.008333333,0,0,0,0.008333333,-0.833333333,1.527777778,0,0,0,0.694444444,-0.2327,-0.8679,-0.1595,-0.0671,0.0021,0.1358
3043.626,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0048,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,-0.1484,-1.0043,-0.1619,-0.0169,0.0009,0.1468
3043.638,0.0079,-1.5735,0.007,-1.5787,0.0056,0.0047,0,-0.008333333,-0.008333333,0,0,-0.008333333,0,-0.694444444,-0.694444444,0,0,-0.694444444,-0.2963,-0.9609,-0.1533,-0.0635,-0.0036,0.1283
3043.648,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0.01,0.01,0,0,0,0,1.833333333,1.833333333,0,0,0.833333333,-0.1342,-1.0278,-0.1977,-0.0685,0.0048,0.1365
3043.66,0.0079,-1.5734,0.0071,-1.5788,0.0056,0.0047,0,0,0,-0.008333333,0,0,0,-0.833333333,-0.833333333,-0.694444444,0,0,-0.2273,-1.0039,-0.2029,-0.0858,0.0078,0.1257
3043.67,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0.01,0,0,0,0,0,1.833333333,0,0,-0.2641,-0.9642,-0.1262,-0.0738,0.0271,0.1441
3043.682,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,0,0,0,0,-0.833333333,0,0,-0.1934,-0.9603,-0.1708,-0.0438,0.0017,0.1326
3043.692,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,-0.2076,-0.8711,-0.1363,-0.0793,0.0094,0.142
3043.704,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,-0.1409,-0.943,-0.141,-0.0383,0.008,0.1584
3043.714,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,-0.1991,-0.9097,-0.1485,-0.0747,0.0283,0.1445
3043.724,0.0079,-1.5734,0.007,-1.5787,0.0056,0.0048,0,0,-0.01,0,0,0.01,0,0,-1,0,0,1,-0.1572,-0.9972,-0.1956,-0.0527,0.0049,0.1282
3043.734,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0.01,0,0,-0.01,0,0,2,0,0,-2,-0.144,-1.0095,-0.1827,-0.0482,-0.0059,0.1273
3043.746,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0048,0,0,0,0,0,0.008333333,0,0,-0.833333333,0,0,1.527777778,-0.1309,-1.0091,-0.1909,-0.0616,0.011,0.1323
3043.756,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,-0.01,0,0,0,0,0,-1.833333333,-0.2932,-0.9097,-0.1395,-0.065,0.0127,0.1579
3043.766,0.0079,-1.5734,0.0071,-1.5787,0.0056,0.0047,0,0,0,0,0,0,0,0,0,0,0,1,-0.0829,-0.9069,-0.2047,-0.0953,0.008,0.1437
